epoch,step,test_accuracy,test_loss,test_top5_accuracy,train_accuracy,train_loss,train_top5_accuracy,val_accuracy,val_loss,val_top5_accuracy
0,0,,,,,,,0.0,2.363670825958252,0.0
0,0,,,,0.1666666716337204,2.3448188304901123,0.5555555820465088,,,
1,1,,,,,,,0.0,2.352789878845215,0.5
1,1,,,,0.2777777910232544,2.234748601913452,0.6111111044883728,,,
2,2,0.10000000149011612,2.436384677886963,0.4000000059604645,,,,,,
