epoch,step,train_accuracy,train_auroc,train_f1_macro,train_f1_weighted,train_loss,train_precision_macro,train_precision_weighted,train_recall_macro,train_recall_weighted,train_top5_accuracy,val_loss
0,0,,,,,,,,,,,2.437239170074463
0,0,0.2857142984867096,0.35770466923713684,0.1746031790971756,0.12345679104328156,2.343146562576294,0.1607142984867096,0.118055559694767,0.2857142984867096,0.1666666716337204,0.5111111402511597,
